1:20:34:15	6	11	22.0	23.4241	10.4585
1:20:35:20	6	11	22.0	23.538	10.4585
1:20:36:25	6	11	22.0	23.538	10.4585
1:20:37:30	6	11	22.0	23.6481	10.4585
1:20:38:35	6	11	22.0	23.7022	10.4585
1:20:39:40	6	11	22.0	23.7022	10.4585
1:20:40:45	6	11	22.0	23.8076	10.4585
1:20:41:50	6	11	22.0	23.8076	10.4585
1:20:42:55	6	11	22.0	23.9096	10.4585
1:20:44:0	6	11	22.0	23.9096	10.4585
1:20:45:5	6	11	22.0	24.0082	10.4585
1:20:46:10	6	11	22.0	24.1033	10.4585
1:20:47:15	6	11	22.0	24.1033	10.4585
1:20:48:20	6	11	22.0	24.1033	10.4585
1:20:49:25	6	11	22.0	24.2402	10.4585
1:20:50:30	6	11	22.0	24.2402	10.4585
1:20:51:35	6	11	22.0	24.3276	10.4585
1:20:52:40	6	11	22.0	24.3276	10.4585
1:20:53:45	6	11	22.0	24.412	10.4585
1:20:54:50	6	11	22.0	24.412	10.4585
1:20:55:55	6	11	22.0	24.412	10.4585
1:20:57:5	6	11	22.0	24.5332	10.4585
1:20:58:5	6	11	22.0	24.611	10.4585
1:20:59:15	6	11	22.0	24.611	10.4585
1:21:0:20	6	11	22.0	24.611	10.4585
1:21:1:25	6	11	22.0	24.7231	10.4585
1:21:2:30	6	11	22.0	24.7231	10.4585
1:21:3:35	6	11	22.0	24.7231	10.4585
1:21:4:40	6	11	22.0	24.8309	10.4585
1:21:5:45	6	11	22.0	24.8309	10.4585
1:21:6:50	6	11	22.0	24.9002	10.4585
1:21:7:55	6	11	22.0	24.9002	10.4585
1:21:9:0	6	11	22.0	24.9002	10.4585
1:21:10:5	6	11	22.0	25.0005	10.4585
1:21:11:10	6	11	22.0	25.0005	10.4585
1:21:12:15	6	11	22.0	25.0005	10.4585
1:21:13:20	6	11	22.0	25.1275	10.4585
1:21:14:25	6	11	22.0	25.1275	10.4585
1:21:15:30	6	11	22.0	25.1275	10.4585
1:21:16:35	6	11	22.0	25.2179	10.4585
1:21:17:40	6	11	22.0	25.2179	10.4585
1:21:18:45	6	11	22.0	25.2179	10.4585
1:21:19:55	6	11	22.0	25.3043	10.4585
1:21:20:55	6	11	22.0	25.3043	10.4585
1:21:22:5	6	11	22.0	25.3043	10.4585
1:21:23:10	6	11	22.0	25.4137	10.4585
1:21:24:15	6	11	22.0	25.4137	10.4585
1:21:25:20	6	11	22.0	25.4137	10.4585
1:21:26:25	6	11	22.0	25.4137	10.4585
1:21:27:30	6	11	22.0	25.5176	10.4585
1:21:28:35	6	11	22.0	25.5176	10.4585
1:21:29:40	6	11	22.0	25.5176	10.4585
1:21:30:45	6	11	22.0	25.5176	10.4585
1:21:31:50	6	11	22.0	25.6155	10.4585
1:21:32:55	6	11	22.0	25.6155	10.4585
1:21:34:0	6	11	22.0	25.6155	10.4585
1:21:35:5	6	11	22.0	25.6155	10.4585
1:21:36:10	6	11	22.0	25.7089	10.4585
1:21:37:15	6	11	22.0	25.7089	10.4585
1:21:38:20	6	11	22.0	25.7089	10.4585
1:21:39:25	6	11	22.0	25.7089	10.4585
1:21:40:30	6	11	22.0	25.8177	10.4585
1:21:41:35	6	11	22.0	25.8177	10.4585
1:21:42:40	6	11	22.0	25.8177	10.4585
1:21:43:45	6	11	22.0	25.8177	10.4585
1:21:44:55	6	11	22.0	25.8177	10.4585
1:21:46:0	6	11	22.0	25.9192	10.4585
1:21:47:5	6	11	22.0	25.9192	10.4585
1:21:48:10	6	11	22.0	25.9192	10.4585
1:21:49:15	6	11	22.0	25.9192	10.4585
1:21:50:20	6	11	22.0	26.0147	10.4585
1:21:51:25	6	11	22.0	26.0147	10.4585
1:21:52:30	6	11	22.0	26.0147	10.4585
1:21:53:35	6	11	22.0	26.0147	10.4585
1:21:54:40	6	11	22.0	26.0147	10.4585
1:21:55:45	6	11	22.0	26.1038	10.4585
1:21:56:50	6	11	22.0	26.1038	10.4585
1:21:57:55	6	11	22.0	26.1038	10.4585
1:21:59:0	6	11	22.0	26.1038	10.4585
1:22:0:5	6	11	22.0	26.1038	10.4585
1:22:1:10	6	11	22.0	26.2042	10.4585
1:22:2:15	6	11	22.0	26.2042	10.4585
1:22:3:20	6	11	22.0	26.2042	10.4585
1:22:4:25	6	11	22.0	26.2042	10.4585
1:22:5:30	6	11	22.0	26.2042	10.4585
1:22:6:40	6	11	22.0	26.2042	10.4585
1:22:7:45	6	11	22.0	26.2042	10.4585
1:22:8:50	6	11	22.0	26.3119	10.4585
1:22:9:55	6	11	22.0	26.3119	10.4585
1:22:11:0	6	11	22.0	26.3119	10.4585
1:22:12:5	6	11	22.0	26.3119	10.4585
1:22:13:10	6	11	22.0	26.3119	10.4585
1:22:14:15	6	11	22.0	26.3119	10.4585
1:22:15:20	6	11	22.0	26.4105	10.4585
1:22:16:25	6	11	22.0	26.4105	10.4585
1:22:17:30	6	11	22.0	26.4105	10.4585
1:22:18:35	6	11	22.0	26.4105	10.4585
1:22:19:40	6	11	22.0	26.4105	10.4585
1:22:20:45	6	11	22.0	26.4105	10.4585
1:22:21:50	6	11	22.0	26.4105	10.4585
1:22:22:55	6	11	22.0	26.5007	10.4585
1:22:24:0	6	11	22.0	26.5007	10.4585
1:22:25:5	6	11	22.0	26.5007	10.4585
1:22:26:10	6	11	22.0	26.5007	10.4585
1:22:27:15	6	11	22.0	26.5007	10.4585
1:22:28:25	6	11	22.0	26.5007	10.4585
1:22:29:30	6	11	22.0	26.5007	10.4585
1:22:30:35	6	11	22.0	26.5007	10.4585
1:22:31:40	6	11	22.0	26.6073	10.4585
1:22:32:45	6	11	22.0	26.6073	10.4585
1:22:33:50	6	11	22.0	26.6073	10.4585
1:22:34:55	6	11	22.0	26.6073	10.4585
1:22:36:0	6	11	22.0	26.6073	10.4585
1:22:37:5	6	11	22.0	26.6073	10.4585
1:22:38:10	6	11	22.0	26.6073	10.4585
1:22:39:15	6	11	22.0	26.6073	10.4585
1:22:40:20	6	11	22.0	26.7016	10.4585
1:22:41:25	6	11	22.0	26.7016	10.4585
1:22:42:30	6	11	22.0	26.7016	10.4585
1:22:43:35	6	11	22.0	26.7016	10.4585
1:22:44:40	6	11	22.0	26.7016	10.4585
1:22:45:45	6	11	22.0	26.7016	10.4585
1:22:46:50	6	11	22.0	26.7016	10.4585
1:22:47:55	6	11	22.0	26.7016	10.4585
1:22:49:0	6	11	22.0	26.7016	10.4585
1:22:50:5	6	11	22.0	26.7016	10.4585
1:22:51:10	6	11	22.0	26.8067	10.4585
1:22:52:15	6	11	22.0	26.8067	10.4585
1:22:53:20	6	11	22.0	26.8067	10.4585
1:22:54:30	6	11	22.0	26.8067	10.4585
1:22:55:35	6	11	22.0	26.8067	10.4585
1:22:56:40	6	11	22.0	26.8067	10.4585
1:22:57:45	6	11	22.0	26.8067	10.4585
1:22:58:50	6	11	22.0	26.8067	10.4585
1:22:59:55	6	11	22.0	26.8067	10.4585
1:23:1:0	6	11	22.0	26.8067	10.4585
1:23:2:5	6	11	22.0	26.8067	10.4585
1:23:3:10	6	11	22.0	26.9021	10.4585
1:23:4:15	6	11	22.0	26.9021	10.4585
1:23:5:20	6	11	22.0	26.9021	10.4585
1:23:6:25	6	11	22.0	26.9021	10.4585
1:23:7:30	6	11	22.0	26.9021	10.4585
1:23:8:35	6	11	22.0	26.9021	10.4585
1:23:9:40	6	11	22.0	26.9021	10.4585
1:23:10:45	6	11	22.0	26.9021	10.4585
1:23:11:50	6	11	22.0	26.9021	10.4585
1:23:12:55	6	11	22.0	26.9021	10.4585
1:23:14:0	6	11	22.0	26.9021	10.4585
1:23:15:5	6	11	22.0	26.9021	10.4585
1:23:16:10	6	11	22.0	27.0032	10.4585
1:23:17:15	6	11	22.0	27.0032	10.4585
1:23:18:20	6	11	22.0	27.0032	10.4585
1:23:19:30	6	11	22.0	27.0032	10.4585
1:23:20:35	6	11	22.0	27.0032	10.4585
1:23:21:40	6	11	22.0	27.0032	10.4585
1:23:22:45	6	11	22.0	27.0032	10.4585
1:23:23:50	6	11	22.0	27.0032	10.4585
1:23:24:55	6	11	22.0	27.0032	10.4585
1:23:26:0	6	11	22.0	27.0032	10.4585
1:23:27:5	6	11	22.0	27.0032	10.4585
1:23:28:10	6	11	22.0	27.0032	10.4585
1:23:29:15	6	11	22.0	27.0032	10.4585
1:23:30:20	6	11	22.0	27.0032	10.4585
1:23:31:25	6	11	22.0	27.0032	10.4585
1:23:32:30	6	11	22.0	27.0032	10.4585
1:23:33:35	6	11	22.0	27.0032	10.4585
1:23:34:40	6	11	22.0	27.0032	10.4585
1:23:35:45	6	11	22.0	27.1005	10.4585
1:23:36:50	6	11	22.0	27.1005	10.4585
1:23:37:55	6	11	22.0	27.1005	10.4585
1:23:39:0	6	11	22.0	27.1005	10.4585
1:23:40:5	6	11	22.0	27.1005	10.4585
1:23:41:15	6	11	22.0	27.1005	10.4585
1:23:42:20	6	11	22.0	27.1005	10.4585
1:23:43:25	6	11	22.0	27.1005	10.4585
1:23:44:30	6	11	22.0	27.1005	10.4585
1:23:45:35	6	11	22.0	27.1005	10.4585
1:23:46:40	6	11	22.0	27.1005	10.4585
1:23:47:45	6	11	22.0	27.1005	10.4585
1:23:48:50	6	11	22.0	27.1005	10.4585
1:23:50:0	6	11	22.0	27.1005	10.4585
1:23:51:5	6	11	22.0	27.1005	10.4585
1:23:52:10	6	11	22.0	27.1005	10.4585
1:23:53:15	6	11	22.0	27.1005	10.4585
1:23:54:20	6	11	22.0	27.1005	10.4585
1:23:55:25	6	11	22.0	27.1005	10.4585
1:23:56:35	6	11	22.0	27.1005	10.4585
1:23:57:40	6	11	22.0	27.1005	10.4585
1:23:58:45	6	11	22.0	27.1005	10.4585
1:23:59:50	6	11	22.0	27.1005	10.4585
1:0:0:55	6	11	22.0	27.1005	10.4585
1:0:2:0	6	11	22.0	27.1005	10.4585
1:0:3:10	6	11	22.0	27.1005	10.4585
1:0:4:15	6	11	22.0	27.1005	10.4585
1:0:5:25	6	11	22.0	27.1005	10.4585
1:0:6:30	6	11	22.0	27.1005	10.4585
1:0:7:35	6	11	22.0	27.1005	10.4585
1:0:8:40	6	11	22.0	27.1005	10.4585
1:0:9:45	6	11	22.0	27.1005	10.4585
1:0:10:50	6	11	22.0	27.1005	10.4585
1:0:11:55	6	11	22.0	27.1005	10.4585
1:0:13:0	6	11	22.0	27.1005	10.4585
1:0:14:5	6	11	22.0	27.1005	10.4585
1:0:15:10	6	11	22.0	27.1005	10.4585
1:0:16:15	6	11	22.0	27.1005	10.4585
1:0:17:20	6	11	22.0	27.1005	10.4585
1:0:18:30	6	11	22.0	27.1005	10.4585
1:0:19:35	6	11	22.0	27.1005	10.4585
1:0:20:50	6	11	22.0	27.1005	10.4585
1:0:21:55	6	11	22.0	27.1005	10.4585
1:0:23:0	6	11	22.0	27.1005	10.4585
1:0:24:5	6	11	22.0	27.1005	10.4585
1:0:25:10	6	11	22.0	27.1005	10.4585
1:0:26:15	6	11	22.0	27.1005	10.4585
